Favoriete onderdeel,Naam,AtleetID,Leeftijd,Land,Geslacht,MaxID,Specialiteit,Humeur,Ervaring,Vorm,Lengte,Gewicht,Deadline,Zorg,Kracht,Uithouding,Snelheid,Lenigheid,Springen,Werpen,SP1,SP2,Transferwaarde,Waarde,AtleetId
Onbekend,Sprećaković Jelisaveta,5601185,17,Srbija,Vrouw,1740,Meerkampers,20,1,14,176,75,2025-03-01 01:02:10,19,5,3,0,1,2,10,8,7,,0,5601185
800 meter,Cascino Innocenzo,5317340,25,Italia,Man,12960,Middenafstandslopers,20,6,16,175,71,2025-03-01 01:08:07,19,2,15,14,0,3,3,11,9,,44000,5317340
Onbekend,Galizia Felice,5628465,17,Italia,Man,3190,Sprinters,16,1,15,174,80,2025-03-01 01:58:55,19,6,1,12,2,3,3,4,8,,9999,5628465
Onbekend,Trtovac Miroslav,5539448,17,Srbija,Man,7300,Sprinters,20,2,18,177,85,2025-03-01 01:59:42,20,2,2,15,5,1,1,5,8,,0,5539448
Onbekend,Picchietti Paola,5536805,17,Italia,Vrouw,5250,Werpers,20,2,16,185,91,2025-03-01 02:00:06,20,3,4,6,2,1,14,6,7,,0,5536805
Onbekend,Nespolo Erika,5542843,17,Italia,Vrouw,3190,Werpers,20,1,15,169,74,2025-03-01 02:00:21,20,11,2,0,3,3,9,6,9,,53000,5542843
Onbekend,Mazzini Krizia,5566030,17,Italia,Vrouw,3670,Snelwandelaars,20,1,15,172,78,2025-03-01 02:00:40,17,3,13,1,8,1,2,5,8,,15000,5566030
Zevenkamp,Rauramo Eveliina,5118528,30,Suomi,Vrouw,9260,Meerkampers,20,10,16,185,65,2025-03-01 03:50:03,18,9,2,12,0,7,4,13,11,,0,5118528
Zevenkamp,Chan Cempaka,4978571,34,Malaysia,Vrouw,5820,Meerkampers,17,13,16,175,60,2025-03-01 03:50:17,19,9,0,9,5,7,4,10,11,,0,4978571
Kogelslingeren,Abdullah Cik,5397530,23,Malaysia,Vrouw,4590,Werpers,20,7,15,157,54,2025-03-01 03:50:45,16,11,4,1,2,1,12,8,9,,3000,5397530
Verspringen,Kirkias Manolis,5288301,26,Cyprus,Man,7260,Springers,20,9,14,167,69,2025-03-01 03:51:11,18,5,2,1,11,14,1,10,8,,0,5288301
Verspringen,Linden Charlotte,4999664,34,Canada,Vrouw,10660,Springers,19,13,13,180,74,2025-03-01 03:51:33,18,0,0,8,3,15,1,10,11,,0,4999664
Onbekend,Su Guotian,5607993,17,China,Vrouw,1610,Sprinters,13,2,13,177,75,2025-03-01 03:52:47,9,7,3,11,2,3,2,6,7,,0,5607993
100 meter,Rillosi Pino,5165441,28,Italia,Man,8760,Sprinters,20,7,16,185,86,2025-03-01 06:32:33,14,12,2,13,6,2,0,12,11,,1000,5165441
5.000 meter,Kristensen Josefine,5075028,32,Danmark,Vrouw,6230,Langeafstandslopers,18,10,17,182,74,2025-03-01 07:27:36,16,3,13,5,3,2,0,11,10,,1000,5075028
200 meter,Duelund Simone,5090763,33,Danmark,Vrouw,11310,Sprinters,20,10,17,168,59,2025-03-01 07:54:52,15,13,1,15,0,0,0,6,9,,0,5090763
10.000 meter,van Basten Heleen,5313130,24,Nederland,Vrouw,9500,Langeafstandslopers,20,7,16,171,64,2025-03-01 08:02:41,7,3,15,10,2,2,2,10,10,,20000,5313130
Verspringen,van den Velde Heidi,5375691,24,Nederland,Vrouw,12530,Springers,20,7,19,183,79,2025-03-01 08:04:22,17,2,0,6,8,17,2,10,10,,28000,5375691
Onbekend,Irons Trevene,5656360,15,Jamaica,Vrouw,660,Springers,15,1,15,176,69,2025-03-01 08:17:35,13,4,4,2,3,8,3,5,7,,0,5656360
Onbekend,Rolands Lisa,5610014,16,Jamaica,Vrouw,2290,Springers,20,1,15,153,53,2025-03-01 08:18:00,20,2,1,1,1,11,1,6,5,,15000,5610014
Onbekend,Patricks Donna,5606861,17,Jamaica,Vrouw,1180,Springers,19,2,18,160,59,2025-03-01 08:18:21,13,8,2,1,9,7,0,6,7,,0,5606861
400 meter,Arenillas Dana,4721577,39,España,Vrouw,35230,Sprinters,16,17,15,166,51,2025-03-01 08:38:09,14,14,0,19,0,0,0,7,8,,0,4721577
10 km snelwandelen,Piña Ana,4709521,40,España,Vrouw,62660,Snelwandelaars,19,20,14,184,45,2025-03-01 08:38:59,20,0,19,0,0,0,0,14,18,,0,4709521
50 km snelwandelen,Lara Jara,4728826,39,España,Vrouw,66040,Snelwandelaars,20,18,14,176,43,2025-03-01 08:40:23,19,0,19,0,0,0,0,17,18,,0,4728826
Verspringen,Sisón Tatiana,4849878,37,España,Vrouw,30290,Springers,13,17,17,174,44,2025-03-01 08:40:43,12,0,0,7,7,19,0,7,10,,0,4849878
Zevenkamp,de la Hoz Itziar,4803417,38,España,Vrouw,16300,Meerkampers,20,18,15,185,63,2025-03-01 08:41:15,19,11,3,11,5,3,0,11,7,,0,4803417
Vijfkamp Mannen,Van Mierlo Bram,4743293,39,België,Man,24230,Meerkampers,19,19,15,179,83,2025-03-01 08:46:31,18,8,0,16,5,0,1,8,8,,0,4743293
1.500 meter,Havránková Katarína,5194101,29,Česká republika,Vrouw,8010,Middenafstandslopers,18,6,14,169,63,2025-03-01 09:18:27,18,1,14,6,2,5,0,12,10,,0,5194101
Onbekend,Wuyts Daan,5579562,17,België,Man,1790,Middenafstandslopers,19,1,15,172,81,2025-03-01 09:29:37,20,2,9,7,1,4,0,7,7,,1000,5579562
Onbekend,Pieters Lena,5618686,17,België,Vrouw,2710,Middenafstandslopers,19,1,15,169,69,2025-03-01 09:30:16,20,0,12,3,2,3,1,5,5,,1000,5618686
Onbekend,Okubo Ai,5629473,16,Nippon,Vrouw,1240,Werpers,19,1,15,165,65,2025-03-01 09:31:24,18,9,1,5,1,3,6,6,7,,17000,5629473
Onbekend,Novikov Svyatoslav,5584188,17,Belarus,Man,2780,Werpers,20,2,15,186,91,2025-03-01 09:32:04,15,4,3,10,2,3,12,8,7,,1000,5584188
Onbekend,Álvarez Tareixa,5589304,17,España,Vrouw,3200,Sprinters,20,2,13,162,66,2025-03-01 09:42:55,13,8,2,12,2,2,0,7,8,,1000,5589304
Onbekend,Acedera Sandra,5617094,17,España,Vrouw,3310,Langeafstandslopers,18,1,14,167,69,2025-03-01 09:43:24,6,2,12,10,2,3,7,8,9,,2000,5617094
Onbekend,Alegre Dídac,5553477,17,España,Man,6370,Werpers,20,2,15,183,97,2025-03-01 09:44:03,10,15,0,1,3,9,2,8,8,,1000,5553477
Onbekend,Padilla Tenesoya,5548498,17,España,Vrouw,4310,Werpers,20,2,13,187,89,2025-03-01 09:44:25,12,14,4,3,3,0,6,7,7,,1000,5548498
Onbekend,Lilliu Antonio,5664631,17,Italia,Man,2260,Zonder specialiteit,16,1,15,174,74,2025-03-01 09:57:54,20,4,10,1,9,2,2,0,0,,10000,5664631
Onbekend,Winkel Emmanuela,5585100,17,Deutschland,Vrouw,2450,Meerkampers,20,1,15,162,67,2025-03-01 10:12:26,20,4,6,11,2,2,4,8,5,,8888,5585100
Zevenkamp,Karousi Iosifina,5459518,20,Hellas,Vrouw,1410,Meerkampers,20,3,17,178,80,2025-03-01 11:20:23,7,6,1,10,4,3,4,7,8,,0,5459518
Onbekend,Kokoromitis Notis,5578583,18,Hellas,Man,1100,Middenafstandslopers,20,1,17,176,87,2025-03-01 11:20:34,13,3,8,5,8,2,4,6,9,,0,5578583
Polsstokhoogspringen,Hidalgo Ione,5031937,32,España,Vrouw,24460,Springers,20,11,17,184,72,2025-03-01 12:15:07,19,3,0,0,11,17,1,13,13,,0,5031937
5.000 meter,Kacprzak Lucjan,5143213,31,Polska,Man,19730,Langeafstandslopers,20,11,19,169,54,2025-03-01 12:19:46,16,0,18,12,1,0,0,11,9,,0,5143213
10 km snelwandelen,Bezjak Ines,5214936,28,Slovenija,Vrouw,17880,Snelwandelaars,19,8,16,181,62,2025-03-01 12:22:20,19,3,17,6,6,2,0,11,12,,0,5214936
Speerwerpen,Jolie Valentine,5411662,21,France,Vrouw,5990,Werpers,20,5,17,175,77,2025-03-01 15:03:41,15,12,2,1,6,1,13,9,9,,47000,5411662
Kogelstoten,Desbois Achille,5396037,23,France,Man,24350,Werpers,20,6,16,179,77,2025-03-01 15:05:22,17,18,3,3,1,2,15,9,9,,58000,5396037
5.000 meter,Guerin Oscar,5201469,29,France,Man,38500,Langeafstandslopers,19,9,19,168,70,2025-03-01 15:05:57,17,0,20,10,1,0,0,15,8,,0,5201469
100 meter,Flati Umberto,5050321,31,Italia,Man,41280,Sprinters,20,10,13,201,81,2025-03-01 16:03:54,20,17,1,20,1,2,0,11,11,,1000,5050321
200 meter,Gatti Biagio,5079376,30,Italia,Man,36800,Sprinters,20,11,15,182,70,2025-03-01 16:04:01,19,16,0,20,2,0,0,11,11,,0,5079376
100 meter horden,Bisegna Ilaria,4945295,34,Italia,Vrouw,35670,Sprinters,16,13,16,185,80,2025-03-01 16:04:15,17,2,0,19,17,0,0,8,9,,0,4945295
400 meter,Zamagni Nicole,5090980,30,Italia,Vrouw,53580,Sprinters,20,11,15,183,67,2025-03-01 16:04:26,20,19,3,20,0,3,0,12,11,,5000,5090980
800 meter,Ardigò Ciro,5205369,27,Italia,Man,21750,Middenafstandslopers,20,7,15,173,74,2025-03-01 16:04:34,15,1,16,17,1,6,1,12,11,,85000,5205369
5.000 meter,Mastrogiuseppe Primo,4933390,34,Italia,Man,33940,Langeafstandslopers,20,13,14,185,68,2025-03-01 16:04:48,20,0,20,12,0,0,0,13,7,,0,4933390
10.000 meter,Vallese Viviana,4973805,33,Italia,Vrouw,34020,Langeafstandslopers,20,12,13,164,54,2025-03-01 16:04:57,20,0,19,14,0,6,0,14,12,,1000,4973805
50 km snelwandelen,Passacantilli Gabriele,4972407,33,Italia,Man,34850,Snelwandelaars,20,11,14,185,61,2025-03-01 16:05:08,19,0,20,0,8,0,1,12,14,,0,4972407
50 km snelwandelen,Pizzimbone Iva,5102504,30,Italia,Vrouw,43620,Snelwandelaars,20,11,15,166,53,2025-03-01 16:05:16,18,2,20,2,1,2,2,13,15,,0,5102504
Hoogspringen,Mazzucchelli Boris,4905985,35,Italia,Man,37410,Springers,20,15,15,184,81,2025-03-01 16:05:27,18,0,0,0,16,20,0,7,10,,1000,4905985
Polsstokhoogspringen,Zerbini Mino,4729887,39,Italia,Man,40620,Springers,19,19,14,185,70,2025-03-01 16:05:33,17,0,0,0,17,18,0,6,7,,0,4729887
Polsstokhoogspringen,Bellato Franca,4959816,35,Italia,Vrouw,20870,Springers,20,12,16,177,56,2025-03-01 16:05:41,17,0,1,0,15,17,0,10,9,,0,4959816
Hoogspringen,Lanzara Elsa,4847018,37,Italia,Vrouw,15990,Springers,18,14,13,184,61,2025-03-01 16:05:50,15,0,4,0,14,16,0,9,7,,0,4847018
Discuswerpen,Murati Ugo,5225744,28,Italia,Man,17040,Werpers,20,8,15,186,85,2025-03-01 16:06:02,11,15,3,3,0,2,15,10,11,,8000,5225744
Kogelslingeren,Vittori Enzo,4913600,35,Italia,Man,26490,Werpers,18,12,15,197,83,2025-03-01 16:06:11,17,19,0,0,3,0,14,7,8,,0,4913600
Speerwerpen,Moreschi Gianna,4898796,36,Italia,Vrouw,23290,Werpers,20,15,13,176,66,2025-03-01 16:06:17,19,16,0,4,0,0,16,9,10,,0,4898796
Tienkamp,De Biagio Camillo,4821760,37,Italia,Man,11460,Meerkampers,20,13,16,178,66,2025-03-01 16:06:42,20,12,0,12,0,4,0,13,8,,0,4821760
Vijfkamp Vrouwen,Raggetti Maria Pia,4929023,34,Italia,Vrouw,17700,Meerkampers,19,14,15,167,56,2025-03-01 16:07:02,17,13,0,14,6,2,0,15,10,,1000,4929023
Hinkstapspringen,Pelliconi Sheila,4928993,34,Italia,Vrouw,38010,Springers,18,13,17,171,57,2025-03-01 16:12:53,19,0,0,0,19,18,0,8,10,,0,4928993
Kogelstoten,Kennaway Harriet,5310533,24,Great Britain,Vrouw,6000,Werpers,20,9,18,166,69,2025-03-01 18:04:28,16,13,4,2,3,1,12,8,8,,34000,5310533
Onbekend,Depp Alina,5601440,17,Deutschland,Vrouw,1420,Werpers,13,1,14,167,69,2025-03-01 20:56:25,20,7,0,2,3,2,9,6,6,,0,5601440
200 meter,Guana Fabio,5197968,28,Italia,Man,17120,Sprinters,18,7,19,189,94,2025-03-01 21:01:26,7,14,3,17,3,0,2,11,10,,0,5197968
400 meter horden,Zanga Livio,5274449,25,Italia,Man,15100,Sprinters,20,5,18,193,104,2025-03-01 21:02:08,19,5,3,17,9,2,3,9,7,,0,5274449
200 meter,Agostini Bianca,5270595,25,Italia,Vrouw,14730,Sprinters,20,6,18,167,66,2025-03-01 21:02:28,9,13,1,17,1,3,1,9,7,,40000,5270595
800 meter,Bursi Gervasio,5345550,23,Italia,Man,21370,Middenafstandslopers,20,5,19,183,69,2025-03-01 21:03:00,16,3,15,17,2,2,2,8,10,,92000,5345550
10.000 meter,Contessi Renato,5122443,30,Italia,Man,23670,Langeafstandslopers,20,9,17,185,78,2025-03-01 21:03:14,18,0,19,13,2,2,2,9,10,,0,5122443
5.000 meter,Cama Giulia,5355406,23,Italia,Vrouw,19950,Langeafstandslopers,20,5,18,176,64,2025-03-01 21:03:35,20,1,18,14,2,2,3,7,9,,81000,5355406
10.000 meter,Mineo Melissa,5207964,28,Italia,Vrouw,14820,Langeafstandslopers,20,7,20,171,67,2025-03-01 21:03:55,17,3,17,12,3,2,8,9,9,,0,5207964
Verspringen,Bassetto Carmela,5199482,27,Italia,Vrouw,19870,Springers,19,7,18,186,76,2025-03-01 21:05:19,10,1,2,7,14,18,3,8,10,,55000,5199482
Speerwerpen,Adorni Dario,5211471,28,Italia,Man,12430,Werpers,20,7,18,174,79,2025-03-01 21:06:52,20,14,2,3,8,0,15,9,10,,16000,5211471
Kogelstoten,Semez Giovanni,5301949,27,Italia,Man,12930,Werpers,20,6,18,191,78,2025-03-01 21:08:07,18,15,3,3,11,1,14,9,10,,47000,5301949
Discuswerpen,Crudo Gertrude,5203859,27,Italia,Vrouw,12720,Werpers,20,6,18,170,71,2025-03-01 21:11:24,18,15,1,1,13,2,12,9,9,,43000,5203859
Onbekend,Eckholt Falko,5585104,17,Deutschland,Man,3540,Sprinters,20,2,16,176,85,2025-03-01 21:22:38,18,3,2,12,9,3,3,8,6,,56000,5585104
Onbekend,Whiddon Tyler,5571980,17,Australia,Man,3420,Sprinters,20,3,15,183,96,2025-03-01 21:22:52,17,1,1,13,7,2,5,6,6,,1000,5571980
Onbekend,Andrews Clodagh,5593208,17,Ireland,Vrouw,5870,Sprinters,20,3,14,170,70,2025-03-01 21:23:13,19,8,2,14,2,3,2,6,7,,18000,5593208
Onbekend,Vidović Velimira,5591279,17,Hrvatska,Vrouw,3610,Sprinters,20,2,15,162,65,2025-03-01 21:23:28,19,10,2,11,2,2,3,8,8,,50000,5591279
Onbekend,Foschia Dioniso,5559745,17,Italia,Man,6370,Middenafstandslopers,20,3,16,179,83,2025-03-01 21:23:56,20,3,15,4,6,2,1,7,7,,48000,5559745
Onbekend,Abeyta Armando,5535692,17,España,Man,7770,Springers,20,2,15,189,103,2025-03-01 21:24:01,20,1,3,1,6,15,0,8,8,,36000,5535692
Onbekend,Mármol Mariña,5535688,17,España,Vrouw,7960,Springers,20,2,14,180,90,2025-03-01 21:24:27,19,3,1,2,5,15,2,7,6,,0,5535688
Onbekend,Oliete Marimar,5562250,17,España,Vrouw,4750,Werpers,20,2,13,173,77,2025-03-01 21:24:45,16,14,2,4,3,3,9,7,7,,19999,5562250
Onbekend,Lewis Alan,5564491,17,Bahamas,Man,3990,Middenafstandslopers,20,3,14,173,73,2025-03-01 21:24:49,19,0,12,10,3,1,3,6,9,,91000,5564491
Onbekend,Bikse Diāna,5558961,17,Latvija,Vrouw,4230,Middenafstandslopers,20,3,15,174,76,2025-03-01 21:25:03,19,9,13,4,3,1,1,7,7,,1000,5558961
Onbekend,Porcel Mohamed,5559811,17,España,Man,10290,Snelwandelaars,20,2,14,167,78,2025-03-01 21:25:15,16,2,16,2,1,1,3,8,8,,20000,5559811
Onbekend,Dyer Luis,5578142,17,United States,Man,3910,Langeafstandslopers,20,3,14,181,91,2025-03-01 21:25:18,17,7,13,1,3,2,0,9,8,,6000,5578142
Onbekend,Solares Angustias,5545685,17,España,Vrouw,6200,Snelwandelaars,19,1,15,170,77,2025-03-01 21:25:40,16,1,15,2,3,2,3,3,4,,0,5545685
Onbekend,Armas Encarna,5559807,17,España,Vrouw,4500,Middenafstandslopers,20,2,13,174,79,2025-03-01 21:26:02,15,3,14,3,2,3,2,8,6,,0,5559807
Onbekend,Paz Eduardo,5564458,17,Uruguay,Man,5770,Snelwandelaars,20,3,15,181,90,2025-03-01 21:26:07,19,3,14,4,1,1,3,5,9,,1000,5564458
Onbekend,Schirmer Madeleine,5565785,17,Deutschland,Vrouw,3940,Snelwandelaars,20,3,17,184,87,2025-03-01 21:26:24,19,3,13,1,8,3,2,7,7,,2000,5565785
Onbekend,Quílez Valero,5539974,17,España,Man,7340,Sprinters,20,1,12,168,82,2025-03-01 21:26:39,17,3,2,15,2,2,1,6,8,,0,5539974
Onbekend,Cariboni Helmut,5555744,17,Italia,Man,1520,Springers,20,3,15,188,102,2025-03-01 21:26:41,18,2,1,3,10,8,1,6,6,,1000,5555744
Onbekend,Chan Geoffrey,5571168,17,France,Man,2550,Springers,20,3,15,180,89,2025-03-01 21:26:58,19,2,1,1,6,12,3,8,7,,1000,5571168
Onbekend,Centella Hodei,5570631,17,España,Man,3970,Werpers,20,2,13,177,87,2025-03-01 21:27:00,20,13,3,3,3,1,6,7,7,,0,5570631
Onbekend,Benéitez Uxía,5599974,17,España,Vrouw,4690,Springers,20,2,18,171,73,2025-03-01 21:27:14,20,3,2,6,1,14,1,5,7,,1000,5599974
Onbekend,Lenzi Orazio,5567619,17,Italia,Man,3550,Werpers,20,3,15,181,89,2025-03-01 21:27:43,17,12,1,2,3,2,7,10,6,,28000,5567619
Onbekend,Murakas Hille,5567115,17,Eesti,Vrouw,9050,Werpers,20,3,15,159,66,2025-03-01 21:28:03,19,16,2,1,8,1,3,9,7,,4000,5567115
Onbekend,Rafreider Léonie,5568728,17,Österreich,Vrouw,4310,Werpers,20,3,16,168,74,2025-03-01 21:28:18,20,13,3,4,2,1,7,8,7,,22000,5568728
Onbekend,Alcaine Octavio,5562322,17,España,Man,1840,Meerkampers,20,3,17,187,96,2025-03-01 21:28:35,19,8,2,4,6,9,2,7,6,,0,5562322
Onbekend,Nagy Dávid,5569667,17,Magyarország,Man,1920,Meerkampers,20,2,16,189,93,2025-03-01 21:28:49,17,11,1,8,5,2,3,7,5,,0,5569667
