Favoriete onderdeel,Naam,AtleetID,Leeftijd,Land,Geslacht,MaxID,Specialiteit,Humeur,Ervaring,Vorm,Lengte,Gewicht,Deadline,Zorg,Kracht,Uithouding,Snelheid,Lenigheid,Springen,Werpen,SP1,SP2,Transferwaarde,Waarde,AtleetId
Onbekend,Ďurica Rudolf,5568721,17,Slovensko,Man,1900,Langeafstandslopers,20,3,18,189,98,2025-02-23 00:05:11,19,3,10,7,0,4,1,8,6,,1000,5568721
Onbekend,Petsou Elvira,5553281,17,Hellas,Vrouw,2480,Snelwandelaars,20,2,17,177,78,2025-02-23 00:05:58,14,2,12,4,8,3,2,7,8,,0,5553281
Onbekend,Przybyś Jadwiga,5549209,17,Polska,Vrouw,2080,Springers,20,2,17,186,93,2025-02-23 00:06:26,17,1,3,3,8,11,3,5,6,,2000,5549209
Onbekend,Vacas Lara,5543508,17,España,Vrouw,1240,Springers,20,3,17,178,88,2025-02-23 00:06:35,16,5,1,2,7,9,1,7,6,,0,5543508
Onbekend,Çobanoglu Yeliz,5586177,17,Türkiye,Vrouw,2550,Werpers,20,2,17,156,58,2025-02-23 00:06:56,15,11,2,2,6,2,11,6,7,,22000,5586177
Onbekend,Frenet Covadonga,5545814,17,España,Vrouw,1470,Meerkampers,20,3,18,171,82,2025-02-23 00:07:32,18,5,3,7,4,5,9,6,8,,0,5545814
Onbekend,Fallon Calum,5542646,17,Great Britain,Man,4400,Sprinters,20,3,17,173,88,2025-02-23 00:10:09,14,9,3,13,2,1,4,9,7,,35000,5542646
Speerwerpen,Basta Tihomir,5337123,23,Srbija,Man,10230,Werpers,20,7,17,193,94,2025-02-23 00:10:57,20,12,2,3,6,2,15,10,10,,37000,5337123
Onbekend,Neuburger Erich,5536040,17,Switzerland,Man,7410,Middenafstandslopers,20,2,16,180,94,2025-02-23 00:11:53,7,1,10,15,2,5,1,6,7,,27000,5536040
Onbekend,Auer Fumo Bruno,5593494,17,Switzerland,Man,2270,Springers,19,1,15,176,85,2025-02-23 00:29:07,20,2,3,3,8,10,2,8,7,,9999,5593494
800 meter,Saldanha Julieta,5414499,23,Portugal,Vrouw,29410,Middenafstandslopers,20,8,19,176,67,2025-02-23 00:29:58,19,3,20,11,3,1,3,9,6,,81000,5414499
100 meter,Coelho Armanda,5414478,22,Portugal,Vrouw,18740,Sprinters,20,7,18,172,67,2025-02-23 00:37:02,19,15,1,17,1,1,1,5,10,,81000,5414478
10.000 meter,Crosbee Holly,5497818,21,New Zealand,Vrouw,3140,Langeafstandslopers,20,2,15,180,76,2025-02-23 01:22:04,14,2,12,8,1,3,4,6,9,,0,5497818
Onbekend,del Pino Peio,5588648,16,España,Man,1470,Meerkampers,20,1,14,165,75,2025-02-23 01:53:20,20,1,3,4,3,7,3,6,8,,0,5588648
50 km snelwandelen,Pagán Jone,5508016,20,España,Vrouw,1850,Snelwandelaars,20,2,13,178,72,2025-02-23 01:53:46,16,3,8,1,1,0,3,10,8,,0,5508016
Onbekend,Grzegorczyk Emilia,5557423,21,Polska,Vrouw,1710,Springers,20,2,18,178,67,2025-02-23 01:54:04,10,3,1,6,7,9,3,6,10,,0,5557423
Hoogspringen,Parga Eloisa,5549220,20,España,Vrouw,2240,Springers,20,2,12,169,65,2025-02-23 01:54:11,15,2,3,3,10,11,0,5,5,,0,5549220
200 meter,van den Brink John,5429127,22,Nederland,Man,6890,Sprinters,20,4,17,182,82,2025-02-23 02:15:16,17,11,3,14,2,2,3,8,8,,9999,5429127
Onbekend,Harvey Alexander,5593410,16,Jamaica,Man,920,Middenafstandslopers,20,1,15,166,69,2025-02-23 02:55:55,12,2,5,10,2,2,2,5,7,,1000,5593410
1.500 meter,Rusan Melanie,5326508,24,United States,Vrouw,10460,Middenafstandslopers,20,6,20,173,75,2025-02-23 03:18:10,15,1,8,16,1,5,3,11,8,,3000,5326508
110 meter horden,Conner Oscar,5516498,20,United States,Man,1820,Sprinters,20,3,18,172,78,2025-02-23 03:34:25,8,3,3,10,9,2,3,7,8,,0,5516498
200 meter,Gilreath Shelby,4761683,38,United States,Vrouw,56920,Sprinters,20,20,15,175,52,2025-02-23 04:15:00,20,17,0,20,0,0,0,11,9,,1000,4761683
10.000 meter,Montori Encarna,5471750,20,España,Vrouw,12700,Langeafstandslopers,20,3,18,184,84,2025-02-23 04:24:19,19,4,17,11,3,3,4,7,7,,55000,5471750
200 meter,Bertel Helena,5425982,23,Deutschland,Vrouw,18060,Sprinters,20,5,18,177,72,2025-02-23 04:27:44,18,2,2,18,2,0,3,7,6,,0,5425982
110 meter horden,Quenz Yvon,5339757,23,Switzerland,Man,17140,Sprinters,20,5,17,176,78,2025-02-23 04:28:48,19,3,2,18,8,1,1,9,10,,2000,5339757
Onbekend,Kåmark Sandra,5547310,17,Sverige,Vrouw,3490,Meerkampers,20,1,18,187,88,2025-02-23 04:29:12,20,12,2,8,3,0,1,7,9,,0,5547310
400 meter horden,Dolinar Matej,5440734,21,Slovenija,Man,17230,Sprinters,20,4,17,186,90,2025-02-23 04:30:08,19,2,3,18,2,3,3,8,9,,1000,5440734
400 meter,Brahe Zac,5463989,22,Australia,Man,10350,Sprinters,20,3,16,176,78,2025-02-23 04:31:09,18,3,5,16,1,0,2,9,7,,1000,5463989
800 meter,van den Wallen Nancy,5132127,31,Nederland,Vrouw,16110,Middenafstandslopers,20,11,16,166,43,2025-02-23 04:32:41,16,2,15,14,1,8,0,11,12,,0,5132127
5.000 meter,de Sousa Ênio,5419736,23,Brasil,Man,11350,Langeafstandslopers,20,5,17,188,89,2025-02-23 04:33:31,16,3,17,9,3,3,2,5,9,,0,5419736
Marathon,Kasun Nikolina,5357005,23,Hrvatska,Vrouw,16620,Langeafstandslopers,20,5,16,173,76,2025-02-23 04:34:23,20,2,18,8,3,1,1,8,8,,8000,5357005
10 km snelwandelen,Schoonhoven Ezra,5320886,24,Nederland,Man,20610,Snelwandelaars,20,8,17,167,76,2025-02-23 04:35:38,16,1,19,2,3,2,1,9,10,,1000,5320886
20 km snelwandelen,Baquedano Maya,5447473,20,España,Vrouw,11520,Snelwandelaars,20,5,16,179,79,2025-02-23 04:36:46,14,0,17,3,2,4,3,5,8,,1000,5447473
Kogelstoten,Corradi Santo,5437829,20,Italia,Man,11120,Werpers,20,5,18,193,96,2025-02-23 04:38:04,15,17,1,2,0,2,7,9,7,,1000,5437829
Hinkstapspringen,Mitaraki Theano,5418940,22,Hellas,Vrouw,9900,Springers,20,5,18,168,72,2025-02-23 04:39:32,9,3,2,2,8,16,3,10,10,,1000,5418940
Marathon,Pinder Chloe,5444057,21,Bahamas,Vrouw,14790,Langeafstandslopers,20,6,15,170,76,2025-02-23 04:40:52,18,1,17,3,4,3,2,10,8,,1000,5444057
Onbekend,Kahnberg Eva,5568086,17,Sverige,Vrouw,3390,Sprinters,20,2,17,178,80,2025-02-23 05:43:14,17,10,2,12,4,2,1,10,5,,108000,5568086
Onbekend,Szárd Béla,5627700,17,Magyarország,Man,2430,Werpers,20,1,19,183,86,2025-02-23 06:01:25,19,11,3,0,3,2,9,6,6,,46000,5627700
Polsstokhoogspringen,Guevara Jone,5258646,26,España,Vrouw,21460,Springers,20,10,18,180,62,2025-02-23 08:08:11,20,2,7,4,17,16,1,11,9,,28000,5258646
10 km snelwandelen,Alemany Soraya,5195266,27,España,Vrouw,74960,Snelwandelaars,20,10,16,184,48,2025-02-23 08:08:39,20,1,20,1,1,2,2,18,20,,12000,5195266
Hinkstapspringen,Fiz Francisco,5411484,22,España,Man,9650,Springers,20,5,17,172,78,2025-02-23 08:09:51,20,2,3,3,14,14,5,8,8,,12000,5411484
1.500 meter,Maqueda Jessica,5407199,23,España,Vrouw,9670,Middenafstandslopers,20,6,18,179,58,2025-02-23 08:10:16,19,4,16,11,2,3,2,9,7,,11000,5407199
Speerwerpen,Quinquis Gladys,5309956,24,France,Vrouw,5070,Werpers,20,8,14,178,71,2025-02-23 08:18:46,17,10,1,2,1,2,13,9,6,,0,5309956
Onbekend,Melgar Diana,5616919,22,México,Vrouw,1340,Werpers,11,1,13,161,66,2025-02-23 08:19:15,8,9,7,3,1,0,10,2,7,,0,5616919
Tienkamp,Salminen Juho,5223967,31,Suomi,Man,1720,Meerkampers,20,7,17,182,68,2025-02-23 08:20:16,18,7,5,5,8,1,10,7,6,,0,5223967
Hinkstapspringen,Sirpos Megaklis,5021080,33,Hellas,Man,17090,Springers,19,12,17,177,65,2025-02-23 08:39:43,18,0,0,0,15,16,0,8,8,,9000,5021080
Marathon,Stuchlová Karla,5085230,30,Česká republika,Vrouw,12810,Langeafstandslopers,20,11,15,170,67,2025-02-23 09:06:17,12,4,10,9,0,2,2,14,14,,0,5085230
Onbekend,Mitrakopoulos Veniamin,5620934,17,Hellas,Man,2640,Middenafstandslopers,18,1,16,178,81,2025-02-23 09:11:12,14,2,11,4,2,11,0,9,6,,0,5620934
110 meter horden,Driessen Bob,5090952,31,Nederland,Man,23930,Sprinters,20,14,17,182,59,2025-02-23 09:23:26,14,7,0,19,9,4,2,9,10,,9900,5090952
Onbekend,Šišák Přemysl,5663310,14,Česká republika,Man,640,Zonder specialiteit,15,1,15,158,60,2025-02-23 09:24:40,7,0,3,3,3,9,8,0,0,,1000,5663310
110 meter horden,McCartney Hamish,5264489,29,Great Britain,Man,8750,Sprinters,19,10,17,176,65,2025-02-23 09:37:39,19,12,1,12,7,1,0,10,12,,1000,5264489
Onbekend,Perlangeli Adriana,5551025,17,Italia,Vrouw,2700,Sprinters,20,2,17,160,68,2025-02-23 09:40:03,16,10,2,11,2,1,2,7,8,,7000,5551025
Onbekend,Ridolfo Tullio,5620831,17,Italia,Man,2030,Snelwandelaars,20,1,17,170,71,2025-02-23 09:41:10,17,1,11,2,9,3,2,7,4,,1000,5620831
Onbekend,Northey Eva,5600755,17,Australia,Vrouw,4050,Snelwandelaars,20,2,14,159,61,2025-02-23 09:41:23,20,4,13,0,1,3,3,8,5,,1000,5600755
Verspringen,Mpountouli Nana,5075542,31,Hellas,Vrouw,15860,Springers,20,12,16,172,67,2025-02-23 09:43:20,16,1,0,8,15,15,0,9,8,,16000,5075542
3.000 meter steeplechase,Pouspourika Stamatia,5127144,30,Hellas,Vrouw,17370,Middenafstandslopers,20,11,17,172,66,2025-02-23 09:52:18,13,1,13,17,5,2,0,11,11,,9000,5127144
Onbekend,Mistral Joana,5610151,16,España,Vrouw,750,Snelwandelaars,20,1,16,166,64,2025-02-23 10:03:13,6,3,8,3,7,3,3,6,8,,0,5610151
Onbekend,Lerma Ixeya,5636578,15,España,Vrouw,880,Springers,17,1,17,155,53,2025-02-23 10:03:28,17,1,2,2,3,7,3,7,5,,0,5636578
Onbekend,Ojeda Amaia,5661868,17,España,Vrouw,2220,Langeafstandslopers,11,1,16,172,65,2025-02-23 10:03:57,19,10,10,2,3,3,3,4,5,,0,5661868
Onbekend,Aramburu Pedro,5636576,17,España,Man,1420,Middenafstandslopers,17,1,16,186,84,2025-02-23 10:04:07,11,1,6,10,1,1,2,9,6,,0,5636576
Onbekend,Muelas Trinidad,5639758,16,España,Vrouw,870,Sprinters,15,1,15,162,64,2025-02-23 10:04:15,17,8,0,5,3,1,2,5,7,,0,5639758
Onbekend,Acebo José Juan,5653210,15,España,Man,490,Sprinters,12,1,17,158,60,2025-02-23 10:04:24,14,6,1,5,2,6,2,5,6,,0,5653210
Onbekend,Di Dario Monique,5538255,18,Italia,Vrouw,1680,Middenafstandslopers,20,1,20,165,72,2025-02-23 10:08:22,19,2,8,8,2,2,9,7,6,,0,5538255
10.000 meter,Rosa Arminda,4901522,36,Portugal,Vrouw,19240,Langeafstandslopers,18,13,16,180,65,2025-02-23 10:12:09,18,0,18,10,0,0,0,9,10,,0,4901522
Polsstokhoogspringen,Dimitrova Maria,4903085,36,Bulgaria,Vrouw,6180,Springers,20,15,15,179,61,2025-02-23 10:14:48,13,0,0,1,10,9,0,8,10,,0,4903085
Onbekend,Liebe Alyssa,5615019,15,Deutschland,Vrouw,840,Springers,20,1,14,175,73,2025-02-23 10:26:14,14,3,3,5,4,9,3,4,6,,0,5615019
Onbekend,Holguín Ithaisa,5552067,17,España,Vrouw,4230,Werpers,20,2,14,186,90,2025-02-23 10:27:34,6,14,3,3,2,1,8,5,8,,0,5552067
Onbekend,Claussen Florentine,5610462,17,Deutschland,Vrouw,820,Springers,16,1,15,177,75,2025-02-23 10:27:56,12,3,3,1,5,10,1,6,6,,0,5610462
Onbekend,Bernasconi Matthias,5548384,17,Switzerland,Man,2500,Werpers,20,2,14,190,102,2025-02-23 11:27:24,20,7,1,2,10,2,10,5,8,,38000,5548384
1.500 meter,Spadaro Gianni,5141788,29,Italia,Man,5160,Middenafstandslopers,19,8,18,188,92,2025-02-23 11:36:31,9,1,4,11,8,3,0,12,9,,0,5141788
3.000 meter steeplechase,Gafà Loretta,5315236,27,Italia,Vrouw,6530,Middenafstandslopers,20,6,18,155,33,2025-02-23 11:36:34,16,0,9,12,1,1,1,13,7,,0,5315236
Onbekend,Correale Ennio,5575073,18,Italia,Man,3260,Snelwandelaars,20,2,19,169,75,2025-02-23 11:43:19,15,3,12,1,9,4,4,8,9,,1000,5575073
Verspringen,Jacquemin Tiphaine,4698361,40,France,Vrouw,29050,Springers,20,19,14,172,65,2025-02-23 11:43:31,19,0,0,11,3,17,0,7,6,,0,4698361
50 km snelwandelen,Elias Lily,4895414,35,France,Vrouw,45580,Snelwandelaars,20,15,15,178,42,2025-02-23 11:43:45,18,0,16,1,0,0,0,17,18,,0,4895414
100 meter,Darras Tom,4909083,35,France,Man,21930,Sprinters,18,14,14,167,66,2025-02-23 11:48:24,17,10,0,18,0,0,0,9,10,,0,4909083
200 meter,Espinosa Jimmy,5189919,30,France,Man,39530,Sprinters,20,10,15,165,63,2025-02-23 11:48:49,19,15,1,20,0,6,0,9,11,,12000,5189919
200 meter,Hebert Margaux,4971422,33,France,Vrouw,32730,Sprinters,20,14,14,180,69,2025-02-23 11:49:04,17,14,0,20,0,0,1,10,11,,0,4971422
3.000 meter steeplechase,Josse Fiona,4909081,35,France,Vrouw,29890,Middenafstandslopers,18,14,15,185,64,2025-02-23 11:49:38,14,0,19,13,0,0,0,10,7,,0,4909081
1.500 meter,Wood Claude,5141027,29,France,Vrouw,15890,Middenafstandslopers,20,9,14,167,58,2025-02-23 11:49:45,15,4,17,12,6,1,2,9,11,,6000,5141027
5.000 meter,Cherif Dylan,5102336,31,France,Man,56310,Langeafstandslopers,20,12,14,165,54,2025-02-23 11:50:11,20,0,20,19,1,0,0,10,12,,0,5102336
Marathon,Jezequel Fabien,4964825,33,France,Man,42920,Langeafstandslopers,19,14,14,180,58,2025-02-23 11:50:23,18,1,20,15,0,1,0,14,11,,0,4964825
10.000 meter,Navarro Auguste,5166671,29,France,Man,36290,Langeafstandslopers,20,9,15,177,48,2025-02-23 11:50:41,18,2,20,13,0,4,6,10,10,,17000,5166671
Marathon,Besse Victoire,5091303,30,France,Vrouw,26330,Langeafstandslopers,19,9,16,185,59,2025-02-23 11:50:49,14,1,19,10,0,2,2,11,11,,0,5091303
5.000 meter,Cosson Justine,4994310,33,France,Vrouw,23590,Langeafstandslopers,20,12,14,170,65,2025-02-23 11:50:57,18,0,19,11,0,0,3,10,11,,0,4994310
10.000 meter,Lecoeur Suzanne,4900949,36,France,Vrouw,33230,Langeafstandslopers,16,16,17,174,55,2025-02-23 11:51:06,20,0,20,10,0,0,0,8,11,,0,4900949
10 km snelwandelen,Baudet Jean Philippe,4968360,36,France,Man,41080,Snelwandelaars,20,15,15,182,63,2025-02-23 11:51:34,18,0,20,0,6,0,0,7,17,,0,4968360
20 km snelwandelen,Arnal Marine,4953206,34,France,Vrouw,60020,Snelwandelaars,17,14,14,169,49,2025-02-23 11:51:46,19,0,20,1,3,0,0,10,20,,0,4953206
10 km snelwandelen,Marty Eloïse,5094136,30,France,Vrouw,51440,Snelwandelaars,20,10,17,186,61,2025-02-23 11:51:56,16,0,20,0,2,0,6,8,19,,5000,5094136
Polsstokhoogspringen,Peres Gwendoline,4900963,36,France,Vrouw,22370,Springers,17,15,15,176,74,2025-02-23 11:52:41,17,0,0,0,16,17,0,9,7,,0,4900963
Hoogspringen,Prudhomme Gaëtan,4986016,33,France,Man,32580,Springers,17,13,14,193,78,2025-02-23 11:52:49,17,0,0,0,15,19,0,9,11,,3000,4986016
Polsstokhoogspringen,Cormier Fabien,5037862,33,France,Man,46290,Springers,20,13,18,189,67,2025-02-23 11:53:05,19,0,0,0,19,20,1,9,9,,7000,5037862
Kogelslingeren,Amrani Naïa,5023043,32,France,Vrouw,37520,Werpers,20,13,17,176,88,2025-02-23 11:53:54,17,18,0,0,4,1,18,7,10,,14000,5023043
Kogelstoten,Baudin Océane,5129384,29,France,Vrouw,15350,Werpers,20,10,14,178,73,2025-02-23 11:54:11,19,15,2,3,1,3,15,9,6,,9999,5129384
Discuswerpen,Guery Adrienne,4924053,35,France,Vrouw,28310,Werpers,20,14,16,178,77,2025-02-23 11:54:40,20,18,1,0,0,0,17,8,7,,3000,4924053
Vijfkamp Mannen,Carriere Jean-Charles,4900976,35,France,Man,10250,Meerkampers,18,15,14,186,77,2025-02-23 11:55:12,12,13,0,11,7,0,0,9,10,,0,4900976
Vijfkamp Vrouwen,Andreu Pierrette,5049800,33,France,Vrouw,4660,Meerkampers,18,11,16,181,73,2025-02-23 11:55:40,14,10,5,11,8,0,0,10,9,,0,5049800
100 meter,Condruc Jean,5023019,33,România,Man,34950,Sprinters,19,15,14,179,71,2025-02-23 12:00:02,19,1,2,20,1,1,0,10,12,,0,5023019
400 meter horden,Gorie Ignatie,5091767,32,România,Man,11900,Sprinters,20,15,13,183,79,2025-02-23 12:00:17,20,1,1,12,9,1,1,11,12,,0,5091767
1.500 meter,Vasilică Georgina,4975329,36,România,Vrouw,12770,Middenafstandslopers,16,17,12,169,50,2025-02-23 12:00:52,17,0,11,10,0,0,0,9,11,,0,4975329
Marathon,Ivan Miruna,5178718,28,România,Vrouw,6260,Langeafstandslopers,20,9,14,161,62,2025-02-23 12:01:23,18,8,13,6,8,3,3,12,7,,0,5178718
10 km snelwandelen,Nistor Şerban,5122842,29,România,Man,15270,Snelwandelaars,20,11,14,198,103,2025-02-23 12:01:51,15,2,17,1,7,1,3,10,10,,0,5122842
20 km snelwandelen,Simioncencu Ada,5094585,30,România,Vrouw,19510,Snelwandelaars,20,16,14,177,48,2025-02-23 12:02:25,15,1,13,1,11,0,0,13,14,,0,5094585
Discuswerpen,Anca Ieremia,5135853,29,România,Man,9900,Werpers,20,12,15,198,98,2025-02-23 12:03:19,15,14,2,2,2,1,6,12,11,,0,5135853
100 meter,Salagas Mosxos,5097368,30,Hellas,Man,23700,Sprinters,20,12,17,174,78,2025-02-23 12:07:54,20,14,1,18,0,0,1,11,11,,32000,5097368
3.000 meter steeplechase,McNeill Ciaran,4981621,36,Great Britain,Man,6570,Middenafstandslopers,19,14,15,181,58,2025-02-23 12:08:58,15,0,10,8,1,0,0,11,9,,0,4981621
400 meter horden,Francis Ray,4945162,35,Barbados,Man,15630,Sprinters,19,14,15,186,71,2025-02-23 12:25:48,16,0,0,16,13,0,0,9,7,,0,4945162
Onbekend,Jonkers Will,5574771,17,Nederland,Man,1330,Sprinters,20,2,14,183,92,2025-02-23 12:28:18,16,9,1,4,8,3,3,6,8,,0,5574771
Onbekend,van Nieuwenhoven Bianca,5568771,19,Nederland,Vrouw,1850,Springers,20,1,13,179,75,2025-02-23 12:29:02,19,4,3,3,8,6,1,10,5,,0,5568771
5.000 meter,Sergouniotis Antonis,5222086,28,Hellas,Man,17960,Langeafstandslopers,20,9,18,171,70,2025-02-23 12:31:34,16,2,17,14,2,3,1,10,10,,32000,5222086
Onbekend,Guarda Fernanda,5589761,18,Italia,Vrouw,1020,Meerkampers,20,1,19,172,76,2025-02-23 13:02:23,19,3,2,6,5,3,2,4,6,,0,5589761
Onbekend,Cardon Lou,5562534,18,France,Vrouw,2770,Langeafstandslopers,20,2,20,173,74,2025-02-23 13:04:03,9,3,10,11,3,3,0,9,6,,0,5562534
Onbekend,Tay Emma,5605787,18,Singapore,Vrouw,1980,Sprinters,16,2,16,173,71,2025-02-23 13:06:32,19,4,2,9,9,2,3,8,6,,0,5605787
Onbekend,Lounici Imane,5610757,17,Al-Jazā'ir,Vrouw,1700,Langeafstandslopers,14,2,17,166,68,2025-02-23 13:28:13,18,3,10,3,2,1,5,5,8,,0,5610757
Onbekend,Tampieri Celeste,5638575,17,Italia,Man,2430,Sprinters,14,1,15,194,97,2025-02-23 13:41:25,16,2,2,12,1,2,1,6,9,,0,5638575
Onbekend,Talotti Costanza,5582087,17,Italia,Vrouw,6170,Sprinters,20,1,15,185,83,2025-02-23 13:41:56,18,3,1,15,3,1,4,5,8,,9999,5582087
Onbekend,D'Orsogna Giada,5617718,17,Italia,Vrouw,1160,Snelwandelaars,20,1,15,178,76,2025-02-23 13:42:11,19,1,7,7,5,2,7,6,5,,0,5617718
Onbekend,Sacco Samuele,5571120,17,Italia,Man,2330,Werpers,20,1,15,196,105,2025-02-23 13:42:38,15,7,1,3,2,2,11,9,6,,0,5571120
Kogelslingeren,Krnáč Leopold,5081616,30,Česká republika,Man,14520,Werpers,19,12,17,178,76,2025-02-23 13:43:31,14,11,0,2,2,2,12,14,14,,0,5081616
110 meter horden,Čábela Julius,5284514,25,Česká republika,Man,11320,Sprinters,20,8,17,182,88,2025-02-23 13:44:18,15,4,1,16,9,1,1,10,9,,4000,5284514
1.500 meter,Yurduseven Berna,5039887,33,Türkiye,Vrouw,17410,Middenafstandslopers,16,12,14,161,53,2025-02-23 13:45:07,19,0,17,12,0,0,0,11,10,,0,5039887
200 meter,Hložek Drahomír,5388094,22,Česká republika,Man,5160,Sprinters,20,5,18,182,85,2025-02-23 13:45:13,18,4,1,12,0,1,4,8,11,,0,5388094
10 km snelwandelen,Abanilla Alma,4970982,35,Pilipinas,Vrouw,28280,Snelwandelaars,20,15,13,174,60,2025-02-23 13:45:57,20,0,18,0,2,0,0,13,14,,0,4970982
Tienkamp,Wardhaugh Oliver,4766993,38,Great Britain,Man,22080,Meerkampers,15,19,14,190,68,2025-02-23 13:46:05,15,11,0,14,7,0,0,9,8,,0,4766993
100 meter horden,Machníková Danuše,5443377,22,Česká republika,Vrouw,3320,Sprinters,20,5,16,163,65,2025-02-23 13:46:12,10,3,2,11,8,2,3,10,9,,0,5443377
Onbekend,Vincenzi Valentino,5571119,17,Italia,Man,7130,Sprinters,20,2,16,172,73,2025-02-23 13:46:52,20,9,2,15,0,6,1,7,6,,100000,5571119
Onbekend,Naccarato Gemma,5582085,17,Italia,Vrouw,4680,Middenafstandslopers,20,1,15,165,69,2025-02-23 13:49:22,19,1,3,14,2,1,1,8,8,,0,5582085
Hoogspringen,Kremzová Drahomíra,5443375,20,Česká republika,Vrouw,1840,Springers,20,4,17,183,87,2025-02-23 13:51:31,16,2,1,3,8,9,1,8,8,,0,5443375
Hinkstapspringen,Scheel Carolin,5520366,20,Deutschland,Vrouw,4440,Springers,20,3,20,173,70,2025-02-23 13:54:04,18,2,1,3,11,13,2,5,8,,1000,5520366
Onbekend,Moine Yacine,5618077,15,France,Man,2010,Sprinters,20,1,15,157,62,2025-02-23 13:57:30,20,10,0,6,3,1,3,7,5,,12000,5618077
Onbekend,Lesage Alexanne,5656644,16,France,Vrouw,1900,Sprinters,18,1,16,174,72,2025-02-23 13:57:47,19,6,1,4,9,0,2,8,8,,0,5656644
Discuswerpen,Le Bras Anne-Marie,5051665,31,France,Vrouw,9910,Werpers,14,14,14,171,77,2025-02-23 14:10:28,6,13,0,3,3,2,10,12,12,,0,5051665
Onbekend,Bouzas Oier,5624732,16,España,Man,980,Sprinters,20,1,14,182,87,2025-02-23 14:19:27,18,9,2,6,2,2,2,6,6,,0,5624732
Onbekend,Ayerbe Fe,5634179,15,España,Vrouw,930,Werpers,20,1,16,153,51,2025-02-23 14:19:32,15,5,4,3,3,1,8,8,6,,0,5634179
Onbekend,Taurisano Yuri,5656466,15,Italia,Man,1120,Sprinters,19,1,14,170,71,2025-02-23 14:19:40,9,3,3,10,3,2,1,6,8,,0,5656466
Marathon,Stewart Dakota,4928049,36,United States,Man,27890,Langeafstandslopers,20,15,14,171,58,2025-02-23 14:55:26,19,0,19,2,0,4,0,11,10,,0,4928049
100 meter,Van Blitterswijk Anissa,4898529,35,België,Vrouw,18070,Sprinters,19,14,14,179,72,2025-02-23 14:58:01,18,10,2,17,0,0,0,10,8,,0,4898529
3.000 meter steeplechase,Muroi Yuma,4894841,35,Nippon,Man,15900,Middenafstandslopers,19,15,16,193,66,2025-02-23 14:58:05,20,1,15,14,0,0,0,8,8,,1000,4894841
Tienkamp,Fontes Arsénio,4941661,35,Portugal,Man,6160,Meerkampers,20,13,14,183,74,2025-02-23 14:58:11,20,6,3,11,5,3,0,10,8,,0,4941661
10.000 meter,Saliwa Jeff,4888218,36,South Africa,Man,24490,Langeafstandslopers,18,17,15,180,67,2025-02-23 14:58:16,16,0,18,10,0,0,0,9,10,,0,4888218
1.500 meter,Nekrasov Sokrat,4945941,36,Belarus,Man,35120,Middenafstandslopers,17,16,14,173,48,2025-02-23 14:58:19,19,0,20,12,0,0,0,8,9,,0,4945941
Kogelstoten,Lorenzato Patrícia,4900283,36,Brasil,Vrouw,22520,Werpers,18,16,14,174,64,2025-02-23 14:58:22,17,17,0,0,0,0,15,6,8,,0,4900283
Onbekend,Armas Tamara,5561326,18,España,Vrouw,2310,Sprinters,19,1,11,174,71,2025-02-23 15:04:02,19,5,1,9,10,3,3,9,7,,0,5561326
Onbekend,Cruz Demétrio,5629041,28,Portugal,Man,590,Snelwandelaars,15,1,16,173,81,2025-02-23 15:27:10,7,2,9,3,6,0,2,6,7,,0,5629041
Hinkstapspringen,Boston Juan,5008477,33,United States,Man,14800,Springers,20,14,16,177,75,2025-02-23 16:00:33,19,1,0,1,13,15,0,11,8,,0,5008477
Vijfkamp Mannen,Kourkourikis Karolos,4987659,33,Hellas,Man,5830,Meerkampers,19,14,17,179,74,2025-02-23 16:14:13,20,6,6,7,5,3,0,8,11,,0,4987659
Onbekend,Tomala Wojciech,5607276,17,Polska,Man,5700,Sprinters,20,1,14,184,92,2025-02-23 16:15:34,20,3,2,14,8,3,1,4,7,,19000,5607276
Onbekend,Iwanowska Teresa,5604766,17,Polska,Vrouw,5460,Meerkampers,20,1,15,186,84,2025-02-23 16:19:18,19,2,2,14,3,9,1,8,6,,6000,5604766
Kogelslingeren,Borek Konrad,5566758,21,Polska,Man,3510,Werpers,20,3,16,185,76,2025-02-23 16:25:34,20,12,0,1,3,1,5,9,6,,1000,5566758
Onbekend,Mazur Artur,5515852,19,Polska,Man,5290,Springers,20,2,16,194,96,2025-02-23 16:27:15,17,1,0,3,6,14,3,6,6,,0,5515852
Zevenkamp,Wojak Barbara,5566789,18,Polska,Vrouw,2510,Meerkampers,20,3,15,170,71,2025-02-23 16:27:43,20,6,1,3,3,1,9,7,10,,0,5566789
Onbekend,Przybyszewski Ignacy,5607067,18,Polska,Man,1610,Middenafstandslopers,20,1,16,187,85,2025-02-23 16:29:00,15,4,11,1,6,3,2,7,7,,0,5607067
Marathon,Gallegos Alicia,5199201,29,United States,Vrouw,25300,Langeafstandslopers,20,10,17,178,69,2025-02-23 17:02:48,20,0,19,12,2,0,1,9,9,,0,5199201
1.500 meter,McCluskey Tia,5106373,32,Great Britain,Vrouw,5680,Middenafstandslopers,19,10,16,167,46,2025-02-23 17:06:47,15,1,11,9,1,0,0,10,11,,0,5106373
Discuswerpen,Mendoza Sonia,5061591,31,Colombia,Vrouw,26630,Werpers,20,14,17,173,83,2025-02-23 17:22:39,15,18,1,0,0,1,16,10,10,,17000,5061591
